DIMERS;Xshift;Yshift;Zshift;alpha_deg;CPL;CPL_meV;CPL_cm-1
ND6.5X10X90d0.4;-1.0541;-0.0184;6.4998;10;0.0017;1.7;13.711418
ND6.5X10X90d0.6;-1.5935;-0.0184;6.4997;10;0.0017;1.7;13.711418
ND6.5X10X90d0.8;-2.1328;-0.0184;6.4996;10;0.0016;1.6;12.904864
ND6.5X10X90d1.0;-2.6721;-0.0184;6.4995;10;0.0016;1.6;12.904864
ND6.5X10X90d1.2;-3.2115;-0.0184;6.4994;10;0.0015;1.5;12.09831
ND6.5X10X90d1.4;-3.7508;-0.0184;6.4993;10;0.0014;1.4;11.291756
ND6.5X10X90d1.6;-4.2901;-0.0184;6.4992;10;0.0013;1.3;10.485202
ND6.5X10X90d1.8;-4.8295;-0.0184;6.4991;10;0.0012;1.2;9.678648
ND6.5X10X90d2.0;-5.3688;-0.0184;6.4989;10;0.0011;1.1;8.872094
ND6.5X10X90d2.2;-5.9081;-0.0184;6.4988;10;0.0011;1.1;8.872094
ND6.5X10X90d2.4;-6.4475;-0.0184;6.4987;10;0.001;1;8.06554
ND6.5X10X90d2.6;-6.9868;-0.0184;6.4986;10;0.0009;0.9;7.258986
ND6.5X10X90d2.8;-7.5261;-0.0184;6.4985;10;0.0008;0.8;6.452432
ND6.5X10X90d3.0;-8.0655;-0.0184;6.4984;10;0.0007;0.7;5.645878
ND6.5X10X90d3.2;-8.6048;-0.0184;6.4983;10;0.0007;0.7;5.645878
ND6.5X10X90d3.4;-9.1441;-0.0184;6.4982;10;0.0006;0.6;4.839324
ND6.5X10X90d3.6;-9.6835;-0.0184;6.4981;10;0.0006;0.6;4.839324
ND6.5X10X90d3.8;-10.2228;-0.0184;6.498;10;0.0005;0.5;4.03277
ND6.5X10X90d4.0;-10.7621;-0.0184;6.4979;10;0.0005;0.5;4.03277
ND6.5X10X90d4.2;-11.3015;-0.0184;6.4978;10;0.0004;0.4;3.226216
ND7.5X10X90d0.0;0.0244;-0.0185;7.5;10;0.0013;1.3;10.485202
ND7.5X10X90d0.2;-0.5149;-0.0185;7.4999;10;0.0013;1.3;10.485202
ND7.5X10X90d0.4;-1.0543;-0.0185;7.4998;10;0.0013;1.3;10.485202
ND7.5X10X90d0.6;-1.5936;-0.0185;7.4997;10;0.0013;1.3;10.485202
ND7.5X10X90d0.8;-2.1329;-0.0185;7.4996;10;0.0013;1.3;10.485202
ND7.5X10X90d1.0;-2.6723;-0.0185;7.4995;10;0.0012;1.2;9.678648
ND7.5X10X90d1.2;-3.2116;-0.0185;7.4994;10;0.0012;1.2;9.678648
ND7.5X10X90d1.4;-3.7509;-0.0185;7.4993;10;0.0011;1.1;8.872094
ND7.5X10X90d1.6;-4.2903;-0.0185;7.4992;10;0.001;1;8.06554
ND7.5X10X90d1.8;-4.8296;-0.0185;7.499;10;0.001;1;8.06554
ND7.5X10X90d2.0;-5.3689;-0.0185;7.4989;10;0.0009;0.9;7.258986
ND7.5X10X90d2.2;-5.9083;-0.0185;7.4988;10;0.0009;0.9;7.258986
ND7.5X10X90d2.4;-6.4476;-0.0185;7.4987;10;0.0008;0.8;6.452432
ND7.5X10X90d2.6;-6.9869;-0.0185;7.4986;10;0.0007;0.7;5.645878
ND7.5X10X90d2.8;-7.5263;-0.0185;7.4985;10;0.0007;0.7;5.645878
ND7.5X10X90d3.0;-8.0656;-0.0185;7.4984;10;0.0006;0.6;4.839324
ND7.5X10X90d3.2;-8.6049;-0.0185;7.4983;10;0.0006;0.6;4.839324
ND7.5X10X90d3.4;-9.1443;-0.0185;7.4982;10;0.0005;0.5;4.03277
ND7.5X10X90d3.6;-9.6836;-0.0185;7.4981;10;0.0005;0.5;4.03277
ND7.5X10X90d3.8;-10.2229;-0.0185;7.498;10;0.0004;0.4;3.226216
ND7.5X10X90d4.0;-10.7623;-0.0185;7.4979;10;0.0004;0.4;3.226216
ND7.5X10X90d4.2;-11.3016;-0.0185;7.4978;10;0.0004;0.4;3.226216
ND9.5X10X0.0;0.0242;-0.0186;9.5;10;0.0008;0.8;6.452432
ND9.5X10X0.2;0.0242;0.5207;9.5;10;0.0008;0.8;6.452432
ND9.5X10X0.4;0.0242;1.06;9.5;10;0.0008;0.8;6.452432
ND9.5X10X0.6;0.0242;1.5994;9.5;10;0.0007;0.7;5.645878
ND9.5X10X0.8;0.0242;2.1387;9.5;10;0.0007;0.7;5.645878
ND9.5X10X1.0;0.0242;2.678;9.5;10;0.0007;0.7;5.645878
ND9.5X10X1.2;0.0242;3.2174;9.5;10;0.0006;0.6;4.839324
ND9.5X10X1.4;0.0242;3.7567;9.5;10;0.0005;0.5;4.03277
ND9.5X10X1.6;0.0242;4.296;9.5;10;0.0005;0.5;4.03277
ND9.5X10X1.8;0.0242;4.8354;9.5;10;0.0004;0.4;3.226216
ND9.5X10X2.0;0.0242;5.3747;9.5;10;0.0003;0.3;2.419662
ND9.5X10X2.2;0.0242;5.914;9.5;10;0.0003;0.3;2.419662
ND9.5X10X2.4;0.0242;6.4534;9.5;10;0.0002;0.2;1.613108
ND9.5X10X2.6;0.0242;6.9927;9.5;10;0.0001;0.1;0.806554
ND9.5X10X2.8;0.0242;7.532;9.5;10;0.0001;0.1;0.806554
ND9.5X10X3.0;0.0242;8.0714;9.5;10;0;0;0
ND9.5X10X3.2;0.0242;8.6107;9.5;10;0;0;0
ND9.5X10X3.4;0.0242;9.15;9.5;10;-0.0001;-0.1;-0.806554
ND9.5X10X3.6;0.0242;9.6894;9.5;10;-0.0001;-0.1;-0.806554
ND9.5X10X3.8;0.0242;10.2287;9.5;10;-0.0001;-0.1;-0.806554
ND9.5X10X4.0;0.0242;10.768;9.5;10;-0.0001;-0.1;-0.806554
ND9.5X10X4.2;0.0242;11.3074;9.5;10;-0.0002;-0.2;-1.613108
ND3.0X0X90d0.0;-0.0004;-0.0002;3;0;0.0066;6.6;53.232564
ND3.0X0X90d0.2;-0.5397;-0.0002;2.9999;0;0.0064;6.4;51.619456
ND3.0X0X90d0.4;-1.079;-0.0002;2.9998;0;0.0059;5.9;47.586686
ND3.0X0X90d0.6;-1.6184;-0.0002;2.9997;0;0.0055;5.5;44.36047
ND3.0X0X90d0.8;-2.1577;-0.0002;2.9996;0;0.0051;5.1;41.134254
ND3.0X0X90d1.0;-2.697;-0.0002;2.9995;0;0.0046;4.6;37.101484
ND3.0X0X90d1.2;-3.2364;-0.0002;2.9994;0;0.0041;4.1;33.068714
ND3.0X0X90d1.4;-3.7757;-0.0002;2.9993;0;0.0037;3.7;29.842498
ND3.0X0X90d1.6;-4.315;-0.0002;2.9992;0;0.0034;3.4;27.422836
ND3.0X0X90d1.8;-4.8544;-0.0002;2.999;0;0.003;3;24.19662
ND3.0X0X90d2.0;-5.3937;-0.0002;2.9989;0;0.0027;2.7;21.776958
ND3.0X0X90d2.2;-5.933;-0.0002;2.9988;0;0.0025;2.5;20.16385
ND3.0X0X90d2.4;-6.4724;-0.0002;2.9987;0;0.0022;2.2;17.744188
ND3.0X0X90d2.6;-7.0117;-0.0002;2.9986;0;0.0019;1.9;15.324526
ND3.0X0X90d2.8;-7.551;-0.0002;2.9985;0;0.0017;1.7;13.711418
ND3.0X0X90d3.0;-8.0904;-0.0002;2.9984;0;0.0014;1.4;11.291756
ND3.0X0X90d3.2;-8.6297;-0.0002;2.9983;0;0.0012;1.2;9.678648
ND3.0X0X90d3.4;-9.169;-0.0002;2.9982;0;0.0011;1.1;8.872094
ND3.0X0X90d3.6;-9.7084;-0.0002;2.9981;0;0.0009;0.9;7.258986
ND3.0X0X90d3.8;-10.2477;-0.0002;2.998;0;0.0008;0.8;6.452432
ND3.0X0X90d4.0;-10.787;-0.0002;2.9979;0;0.0007;0.7;5.645878
ND3.0X0X90d4.2;-11.3264;-0.0002;2.9978;0;0.0006;0.6;4.839324
ND3.0X5X0.0;0.0119;-0.0097;3;5;-0.0065;-6.5;-52.42601
ND3.0X5X0.2;0.0119;0.5296;3;5;-0.0063;-6.3;-50.812902
ND3.0X5X0.4;0.0119;1.0689;3;5;-0.0057;-5.7;-45.973578
ND3.0X5X0.6;0.0119;1.6083;3;5;-0.0049;-4.9;-39.521146
ND3.0X5X0.8;0.0119;2.1476;3;5;-0.0041;-4.1;-33.068714
ND3.0X5X1.0;0.0119;2.6869;3;5;-0.0033;-3.3;-26.616282
ND3.0X5X1.2;0.0119;3.2263;3;5;-0.0026;-2.6;-20.970404
ND3.0X5X1.4;0.0119;3.7656;3;5;-0.002;-2;-16.13108
ND3.0X5X1.6;0.0119;4.3049;3;5;-0.0013;-1.3;-10.485202
ND3.0X5X1.8;0.0119;4.8443;3;5;-0.0007;-0.7;-5.645878
ND3.0X5X2.0;0.0119;5.3836;3;5;0;0;0
ND3.0X5X2.2;0.0119;5.9229;3;5;0.0007;0.7;5.645878
ND3.0X5X2.4;0.0119;6.4623;3;5;0.0012;1.2;9.678648
ND3.0X5X2.6;0.0119;7.0016;3;5;0.0017;1.7;13.711418
ND3.0X5X2.8;0.0119;7.5409;3;5;0.002;2;16.13108
ND3.0X5X3.0;0.0119;8.0803;3;5;0.0021;2.1;16.937634
ND3.0X5X3.2;0.0119;8.6196;3;5;0.0021;2.1;16.937634
ND3.0X5X3.4;0.0119;9.1589;3;5;0.002;2;16.13108
ND3.0X5X3.6;0.0119;9.6983;3;5;0.0019;1.9;15.324526
ND3.0X5X3.8;0.0119;10.2376;3;5;0.0018;1.8;14.517972
ND3.0X5X4.0;0.0119;10.7769;3;5;0.0016;1.6;12.904864
ND3.0X5X4.2;0.0119;11.3163;3;5;0.0014;1.4;11.291756
ND3.0X5X90d0.0;0.0119;-0.0097;3;5;-0.0065;-6.5;-52.42601
ND3.0X5X90d0.2;-0.5274;-0.0097;2.9999;5;-0.0063;-6.3;-50.812902
ND3.0X5X90d0.4;-1.0668;-0.0097;2.9998;5;-0.0059;-5.9;-47.586686
ND3.0X5X90d0.6;-1.6061;-0.0097;2.9997;5;-0.0055;-5.5;-44.36047
ND3.0X5X90d0.8;-2.1454;-0.0097;2.9996;5;-0.0051;-5.1;-41.134254
ND3.0X5X90d1.0;-2.6848;-0.0097;2.9995;5;-0.0046;-4.6;-37.101484
ND3.0X5X90d1.2;-3.2241;-0.0097;2.9994;5;-0.0041;-4.1;-33.068714
ND3.0X5X90d1.4;-3.7634;-0.0097;2.9993;5;-0.0037;-3.7;-29.842498
ND3.0X5X90d1.6;-4.3028;-0.0097;2.9992;5;-0.0033;-3.3;-26.616282
ND3.0X5X90d1.8;-4.8421;-0.0097;2.999;5;-0.003;-3;-24.19662
ND3.0X5X90d2.0;-5.3814;-0.0097;2.9989;5;-0.0027;-2.7;-21.776958
ND3.0X5X90d2.2;-5.9208;-0.0097;2.9988;5;-0.0024;-2.4;-19.357296
ND3.0X5X90d2.4;-6.4601;-0.0097;2.9987;5;-0.0022;-2.2;-17.744188
ND3.0X5X90d2.6;-6.9994;-0.0097;2.9986;5;-0.0019;-1.9;-15.324526
ND3.0X5X90d2.8;-7.5388;-0.0097;2.9985;5;-0.0016;-1.6;-12.904864
ND3.0X5X90d3.0;-8.0781;-0.0097;2.9984;5;-0.0014;-1.4;-11.291756
ND3.0X5X90d3.2;-8.6174;-0.0097;2.9983;5;-0.0012;-1.2;-9.678648
ND3.0X5X90d3.4;-9.1568;-0.0097;2.9982;5;-0.001;-1;-8.06554
ND3.0X5X90d3.6;-9.6961;-0.0097;2.9981;5;-0.0009;-0.9;-7.258986
ND3.0X5X90d3.8;-10.2354;-0.0097;2.998;5;-0.0008;-0.8;-6.452432
ND3.0X5X90d4.0;-10.7748;-0.0097;2.9979;5;-0.0007;-0.7;-5.645878
ND3.0X5X90d4.2;-11.3141;-0.0097;2.9978;5;-0.0006;-0.6;-4.839324
ND3.0X10X0.0;0.0249;-0.0181;3;10;0.0062;6.2;50.006348
ND3.0X10X0.2;0.0249;0.5212;3;10;0.0061;6.1;49.199794
ND3.0X10X0.4;0.0249;1.0605;3;10;0.0056;5.6;45.167024
ND3.0X10X0.6;0.0249;1.5999;3;10;0.0049;4.9;39.521146
ND3.0X10X0.8;0.0249;2.1392;3;10;0.0041;4.1;33.068714
ND3.0X10X1.0;0.0249;2.6785;3;10;0.0034;3.4;27.422836
ND3.0X10X1.2;0.0249;3.2179;3;10;0.0026;2.6;20.970404
ND3.0X10X1.4;0.0249;3.7572;3;10;0.002;2;16.13108
ND3.0X10X1.6;0.0249;4.2965;3;10;0.0013;1.3;10.485202
ND3.0X10X1.8;0.0249;4.8359;3;10;0.0007;0.7;5.645878
ND3.0X10X2.0;0.0249;5.3752;3;10;0;0;0
ND3.0X10X2.2;0.0249;5.9145;3;10;-0.0006;-0.6;-4.839324
ND3.0X10X2.4;0.0249;6.4539;3;10;-0.0011;-1.1;-8.872094
ND3.0X10X2.6;0.0249;6.9932;3;10;-0.0016;-1.6;-12.904864
ND3.0X10X2.8;0.0249;7.5325;3;10;-0.0019;-1.9;-15.324526
ND3.0X10X3.0;0.0249;8.0719;3;10;-0.002;-2;-16.13108
ND3.0X10X3.2;0.0249;8.6112;3;10;-0.0021;-2.1;-16.937634
ND3.0X10X3.4;0.0249;9.1505;3;10;-0.002;-2;-16.13108
ND3.0X10X3.6;0.0249;9.6899;3;10;-0.0019;-1.9;-15.324526
ND3.0X10X3.8;0.0249;10.2292;3;10;-0.0018;-1.8;-14.517972
ND3.0X10X4.0;0.0249;10.7685;3;10;-0.0016;-1.6;-12.904864
ND3.0X10X4.2;0.0249;11.3079;3;10;-0.0015;-1.5;-12.09831
ND3.0X10X90d0.0;0.0249;-0.0181;3;10;0.0062;6.2;50.006348
ND3.0X10X90d0.2;-0.5144;-0.0181;2.9999;10;0.0061;6.1;49.199794
ND3.0X10X90d0.4;-1.0537;-0.0181;2.9998;10;0.0058;5.8;46.780132
ND3.0X10X90d0.6;-1.5931;-0.0181;2.9997;10;0.0055;5.5;44.36047
ND3.0X10X90d0.8;-2.1324;-0.0181;2.9996;10;0.005;5;40.3277
ND3.0X10X90d1.0;-2.6717;-0.0181;2.9995;10;0.0046;4.6;37.101484
ND3.0X10X90d1.2;-3.2111;-0.0181;2.9994;10;0.0041;4.1;33.068714
ND3.0X10X90d1.4;-3.7504;-0.0181;2.9993;10;0.0037;3.7;29.842498
ND3.0X10X90d1.6;-4.2897;-0.0181;2.9992;10;0.0033;3.3;26.616282
ND3.0X10X90d1.8;-4.8291;-0.0181;2.999;10;0.003;3;24.19662
ND3.0X10X90d2.0;-5.3684;-0.0181;2.9989;10;0.0027;2.7;21.776958
ND3.0X10X90d2.2;-5.9077;-0.0181;2.9988;10;0.0024;2.4;19.357296
ND3.0X10X90d2.4;-6.4471;-0.0181;2.9987;10;0.0021;2.1;16.937634
ND3.0X10X90d2.6;-6.9864;-0.0181;2.9986;10;0.0018;1.8;14.517972
ND3.0X10X90d2.8;-7.5257;-0.0181;2.9985;10;0.0016;1.6;12.904864
ND3.0X10X90d3.0;-8.0651;-0.0181;2.9984;10;0.0014;1.4;11.291756
ND3.0X10X90d3.2;-8.6044;-0.0181;2.9983;10;0.0012;1.2;9.678648
ND3.0X10X90d3.4;-9.1437;-0.0181;2.9982;10;0.001;1;8.06554
ND3.0X10X90d3.6;-9.6831;-0.0181;2.9981;10;0.0009;0.9;7.258986
ND3.0X10X90d3.8;-10.2224;-0.0181;2.998;10;0.0008;0.8;6.452432
ND3.0X10X90d4.0;-10.7617;-0.0181;2.9979;10;0.0007;0.7;5.645878
ND3.0X10X90d4.2;-11.3011;-0.0181;2.9978;10;0.0006;0.6;4.839324
ND8.5X10X90d0.0;0.0243;-0.0186;8.5;10;0.001;1;8.06554
ND8.5X10X90d0.2;-0.5151;-0.0186;8.4999;10;0.001;1;8.06554
ND8.5X10X90d0.4;-1.0544;-0.0186;8.4998;10;0.001;1;8.06554
ND8.5X10X90d0.6;-1.5937;-0.0186;8.4997;10;0.001;1;8.06554
ND8.5X10X90d0.8;-2.1331;-0.0186;8.4996;10;0.001;1;8.06554
ND8.5X10X90d1.0;-2.6724;-0.0186;8.4995;10;0.0009;0.9;7.258986
ND8.5X10X90d1.2;-3.2117;-0.0186;8.4994;10;0.0009;0.9;7.258986
ND8.5X10X90d1.4;-3.7511;-0.0186;8.4993;10;0.0009;0.9;7.258986
ND8.5X10X90d1.6;-4.2904;-0.0186;8.4992;10;0.0008;0.8;6.452432
ND8.5X10X90d1.8;-4.8297;-0.0186;8.499;10;0.0008;0.8;6.452432
ND8.5X10X90d2.0;-5.369;-0.0186;8.4989;10;0.0007;0.7;5.645878
ND8.5X10X90d2.2;-5.9084;-0.0186;8.4988;10;0.0007;0.7;5.645878
ND8.5X10X90d2.4;-6.4477;-0.0186;8.4987;10;0.0006;0.6;4.839324
ND8.5X10X90d2.6;-6.987;-0.0186;8.4986;10;0.0006;0.6;4.839324
ND8.5X10X90d2.8;-7.5264;-0.0186;8.4985;10;0.0006;0.6;4.839324
ND8.5X10X90d3.0;-8.0657;-0.0186;8.4984;10;0.0005;0.5;4.03277
ND8.5X10X90d3.2;-8.605;-0.0186;8.4983;10;0.0005;0.5;4.03277
ND8.5X10X90d3.4;-9.1444;-0.0186;8.4982;10;0.0004;0.4;3.226216
ND8.5X10X90d3.6;-9.6837;-0.0186;8.4981;10;0.0004;0.4;3.226216
ND8.5X10X90d3.8;-10.223;-0.0186;8.498;10;0.0004;0.4;3.226216
ND8.5X10X90d4.0;-10.7624;-0.0186;8.4979;10;0.0004;0.4;3.226216
ND8.5X10X90d4.2;-11.3017;-0.0186;8.4978;10;0.0003;0.3;2.419662
ND3.0X10X45d0.0;0.0249;-0.0181;3;10;0.0062;6.2;50.006348
ND3.0X10X45d0.2;-0.3564;0.3632;2.9999;10;0.0061;6.1;49.199794
ND3.0X10X45d0.4;-0.7378;0.7446;2.9999;10;0.0056;5.6;45.167024
ND3.0X10X45d0.6;-1.1192;1.126;2.9998;10;0.005;5;40.3277
ND3.0X10X45d0.8;-1.5005;1.5073;2.9998;10;0.0044;4.4;35.488376
ND3.0X10X45d1.0;-1.8819;1.8887;2.9997;10;0.0038;3.8;30.649052
ND3.0X10X45d1.2;-2.2633;2.2701;2.9997;10;0.0032;3.2;25.809728
ND3.0X10X45d1.4;-2.6446;2.6514;2.9996;10;0.0026;2.6;20.970404
ND3.0X10X45d1.6;-3.026;3.0328;2.9995;10;0.002;2;16.13108
ND3.0X10X45d1.8;-3.4074;3.4142;2.9995;10;0.0014;1.4;11.291756
ND3.0X10X45d2.0;-3.7887;3.7955;2.9994;10;0.0008;0.8;6.452432
ND3.0X10X45d2.2;-4.1701;4.1769;2.9994;10;0.0003;0.3;2.419662
ND3.0X10X45d2.4;-4.5515;4.5583;2.9993;10;-0.0001;-0.1;-0.806554
ND3.0X10X45d2.6;-4.9328;4.9396;2.9993;10;-0.0003;-0.3;-2.419662
ND3.0X10X45d2.8;-5.3142;5.321;2.9992;10;-0.0005;-0.5;-4.03277
ND3.0X10X45d3.0;-5.6956;5.7024;2.9991;10;-0.0005;-0.5;-4.03277
ND3.0X10X45d3.2;-6.0769;6.0837;2.9991;10;-0.0005;-0.5;-4.03277
ND3.0X10X45d3.4;-6.4583;6.4651;2.999;10;-0.0004;-0.4;-3.226216
ND3.0X10X45d3.6;-6.8397;6.8465;2.999;10;-0.0004;-0.4;-3.226216
ND3.0X10X45d3.8;-7.221;7.2278;2.9989;10;-0.0004;-0.4;-3.226216
ND3.0X10X45d4.0;-7.6024;7.6092;2.9988;10;-0.0004;-0.4;-3.226216
ND3.0X10X45d4.2;-7.9838;7.9906;2.9988;10;-0.0003;-0.3;-2.419662
ND3.0X15X0.0;0.0387;-0.0254;3;15;0.0059;5.9;47.586686
ND3.0X15X0.2;0.0387;0.514;3;15;0.0058;5.8;46.780132
ND3.0X15X0.4;0.0387;1.0533;3;15;0.0054;5.4;43.553916
ND3.0X15X0.6;0.0387;1.5926;3;15;0.0049;4.9;39.521146
ND3.0X15X0.8;0.0387;2.132;3;15;0.0042;4.2;33.875268
ND3.0X15X1.0;0.0387;2.6713;3;15;0.0034;3.4;27.422836
ND3.0X15X1.2;0.0387;3.2106;3;15;0.0027;2.7;21.776958
ND3.0X15X1.4;0.0387;3.75;3;15;0.002;2;16.13108
ND3.0X15X1.6;0.0387;4.2893;3;15;0.0013;1.3;10.485202
ND3.0X15X1.8;0.0387;4.8286;3;15;0.0006;0.6;4.839324
ND3.0X15X2.0;0.0387;5.368;3;15;0;0;0
ND3.0X15X2.2;0.0387;5.9073;3;15;-0.0006;-0.6;-4.839324
ND3.0X15X2.4;0.0387;6.4466;3;15;-0.0011;-1.1;-8.872094
ND3.0X15X2.6;0.0387;6.986;3;15;-0.0015;-1.5;-12.09831
ND3.0X15X2.8;0.0387;7.5253;3;15;-0.0018;-1.8;-14.517972
ND3.0X15X3.0;0.0387;8.0646;3;15;-0.0019;-1.9;-15.324526
ND3.0X15X3.2;0.0387;8.604;3;15;-0.002;-2;-16.13108
ND3.0X15X3.4;0.0387;9.1433;3;15;-0.002;-2;-16.13108
ND3.0X15X3.6;0.0387;9.6826;3;15;-0.0019;-1.9;-15.324526
ND3.0X15X3.8;0.0387;10.222;3;15;-0.0018;-1.8;-14.517972
ND3.0X15X4.0;0.0387;10.7613;3;15;-0.0016;-1.6;-12.904864
ND3.0X15X4.2;0.0387;11.3006;3;15;-0.0014;-1.4;-11.291756
ND9.5X15X45d0.0;0.0379;-0.0259;9.5;15;0.0008;0.8;6.452432
ND9.5X15X45d0.2;-0.3435;0.3555;9.4999;15;0.0008;0.8;6.452432
ND9.5X15X45d0.4;-0.7248;0.7369;9.4999;15;0.0008;0.8;6.452432
ND9.5X15X45d0.6;-1.1062;1.1182;9.4998;15;0.0007;0.7;5.645878
ND9.5X15X45d0.8;-1.4876;1.4996;9.4998;15;0.0007;0.7;5.645878
ND9.5X15X45d1.0;-1.8689;1.881;9.4997;15;0.0007;0.7;5.645878
ND9.5X15X45d1.2;-2.2503;2.2623;9.4997;15;0.0006;0.6;4.839324
ND9.5X15X45d1.4;-2.6317;2.6437;9.4996;15;0.0006;0.6;4.839324
ND9.5X15X45d1.6;-3.013;3.0251;9.4995;15;0.0005;0.5;4.03277
ND9.5X15X45d1.8;-3.3944;3.4064;9.4995;15;0.0005;0.5;4.03277
ND9.5X15X45d2.0;-3.7758;3.7878;9.4994;15;0.0004;0.4;3.226216
ND9.5X15X45d2.2;-4.1571;4.1692;9.4994;15;0.0004;0.4;3.226216
ND9.5X15X45d2.4;-4.5385;4.5505;9.4993;15;0.0003;0.3;2.419662
ND9.5X15X45d2.6;-4.9199;4.9319;9.4993;15;0.0003;0.3;2.419662
ND9.5X15X45d2.8;-5.3012;5.3133;9.4992;15;0.0002;0.2;1.613108
ND9.5X15X45d3.0;-5.6826;5.6946;9.4991;15;0.0002;0.2;1.613108
ND9.5X15X45d3.2;-6.064;6.076;9.4991;15;0.0001;0.1;0.806554
ND9.5X15X45d3.4;-6.4453;6.4574;9.499;15;0.0001;0.1;0.806554
ND9.5X15X45d3.6;-6.8267;6.8387;9.499;15;0.0001;0.1;0.806554
ND9.5X15X45d3.8;-7.2081;7.2201;9.4989;15;0;0;0
ND9.5X15X45d4.0;-7.5894;7.6015;9.4989;15;0;0;0
ND9.5X15X45d4.2;-7.9708;7.9828;9.4988;15;0;0;0
ND3.0X15X90d0.0;0.0387;-0.0254;3;15;0.0059;5.9;47.586686
ND3.0X15X90d0.2;-0.5007;-0.0254;2.9999;15;0.0058;5.8;46.780132
ND3.0X15X90d0.4;-1.04;-0.0254;2.9998;15;0.0057;5.7;45.973578
ND3.0X15X90d0.6;-1.5793;-0.0254;2.9997;15;0.0054;5.4;43.553916
ND3.0X15X90d0.8;-2.1187;-0.0254;2.9996;15;0.0049;4.9;39.521146
ND3.0X15X90d1.0;-2.658;-0.0254;2.9995;15;0.0045;4.5;36.29493
ND3.0X15X90d1.2;-3.1973;-0.0254;2.9994;15;0.0041;4.1;33.068714
ND3.0X15X90d1.4;-3.7367;-0.0254;2.9993;15;0.0037;3.7;29.842498
ND3.0X15X90d1.6;-4.276;-0.0254;2.9992;15;0.0033;3.3;26.616282
ND3.0X15X90d1.8;-4.8153;-0.0254;2.9991;15;0.0029;2.9;23.390066
ND3.0X15X90d2.0;-5.3547;-0.0254;2.9989;15;0.0026;2.6;20.970404
ND3.0X15X90d2.2;-5.894;-0.0254;2.9988;15;0.0023;2.3;18.550742
ND3.0X15X90d2.4;-6.4333;-0.0254;2.9987;15;0.002;2;16.13108
ND3.0X15X90d2.6;-6.9727;-0.0254;2.9986;15;0.0018;1.8;14.517972
ND3.0X15X90d2.8;-7.512;-0.0254;2.9985;15;0.0015;1.5;12.09831
ND3.0X15X90d3.0;-8.0513;-0.0254;2.9984;15;0.0013;1.3;10.485202
ND3.0X15X90d3.2;-8.5907;-0.0254;2.9983;15;0.0011;1.1;8.872094
ND3.0X15X90d3.4;-9.13;-0.0254;2.9982;15;0.001;1;8.06554
ND3.0X15X90d3.6;-9.6693;-0.0254;2.9981;15;0.0009;0.9;7.258986
ND3.0X15X90d3.8;-10.2087;-0.0254;2.998;15;0.0007;0.7;5.645878
ND3.0X15X90d4.0;-10.748;-0.0254;2.9979;15;0.0007;0.7;5.645878
ND3.0X15X90d4.2;-11.2873;-0.0254;2.9978;15;0.0006;0.6;4.839324
ND3.0X30X0.0;0.0829;-0.0395;3;30;-0.0049;-4.9;-39.521146
ND3.0X30X0.2;0.0829;0.4998;3;30;-0.0048;-4.8;-38.714592
ND3.0X30X0.4;0.0829;1.0391;3;30;-0.0047;-4.7;-37.908038
ND3.0X30X0.6;0.0829;1.5785;3;30;-0.0044;-4.4;-35.488376
ND3.0X30X0.8;0.0828;2.1178;3;30;-0.0039;-3.9;-31.455606
ND3.0X30X1.0;0.0829;2.6571;3;30;-0.0033;-3.3;-26.616282
ND3.0X30X1.2;0.0829;3.1965;3;30;-0.0025;-2.5;-20.16385
ND3.0X30X1.4;0.0829;3.7358;3;30;-0.0018;-1.8;-14.517972
ND3.0X30X1.6;0.0829;4.2751;3;30;-0.0011;-1.1;-8.872094
ND3.0X30X1.8;0.0829;4.8145;3;30;-0.0005;-0.5;-4.03277
ND3.0X30X2.0;0.0828;5.3538;3;30;0;0;0
ND3.0X30X2.2;0.0828;5.8931;3;30;0.0005;0.5;4.03277
ND3.0X30X2.4;0.0829;6.4325;3;30;0.0009;0.9;7.258986
ND3.0X30X2.6;0.0829;6.9718;3;30;0.0013;1.3;10.485202
ND3.0X30X2.8;0.0828;7.5111;3;30;0.0015;1.5;12.09831
ND3.0X30X3.0;0.0829;8.0505;3;30;0.0016;1.6;12.904864
ND3.0X30X3.2;0.0829;8.5898;3;30;0.0017;1.7;13.711418
ND3.0X30X3.4;0.0828;9.1291;3;30;0.0017;1.7;13.711418
ND3.0X30X3.6;0.0829;9.6685;3;30;0.0016;1.6;12.904864
ND3.0X30X3.8;0.0829;10.2078;3;30;0.0015;1.5;12.09831
ND3.0X30X4.0;0.0828;10.7471;3;30;0.0014;1.4;11.291756
ND3.0X30X4.2;0.0829;11.2865;3;30;0.0013;1.3;10.485202
ND6.5X30X0.0;0.0824;-0.0398;6.5;30;-0.0016;-1.6;-12.904864
ND6.5X30X0.2;0.0824;0.4995;6.5;30;-0.0015;-1.5;-12.09831
ND6.5X30X0.4;0.0824;1.0389;6.5;30;-0.0015;-1.5;-12.09831
ND6.5X30X0.6;0.0824;1.5782;6.5;30;-0.0014;-1.4;-11.291756
ND6.5X30X0.8;0.0824;2.1175;6.5;30;-0.0013;-1.3;-10.485202
ND6.5X30X1.0;0.0824;2.6569;6.5;30;-0.0012;-1.2;-9.678648
ND6.5X30X1.2;0.0824;3.1962;6.5;30;-0.001;-1;-8.06554
